text,date,message_id,has_media,react1,count1,react2,count2,react3,count3,react4,count4,react5,count5
"اولین باری که مامان و بابام میرن دیت، مامانم میگه که دیروز تولدش بوده و بابام زنجیر طلایی که همیشه تو گردنش بوده رو درمیاره میده بهش. هنوزم که هنوزه مامانم اون زنجیر تو گردنشه. 
واسه همیناس که استانداردام خیلی بالاس! 
 
*هرمیون ویزلی*

@OfficialPersianTwitter",2024-10-25 07:07:02+00:00,397868,0,❤,3163,🥴,258,👍,155,👎,115,🦄,18
"تخم مرغی که قرار بود بریزم تو کیکم
شاید بپرسین خود کیک کجاست؟ هیچ جا والا! تو فر درحال پختنه.   
 
*amoransia*

@OfficialPersianTwitter",2024-10-25 07:01:01+00:00,397867,1,🤣,3362,😁,195,👍,47,❤,17,👾,16
"هشدار پلیس درباره خطر ریزش سنگ در جاده چالوس

رئیس پلیس راهور فراجا:

🔹با توجه به احتمال ریزش سنگ در محور چالوس و ترافیک سنگین در محدوده “سیاه بیشه”، توصیه می‌شود رانندگان از سفرهای غیرضروری خودداری کنند.

*OPT*

@OfficialPersianTwitter",2024-10-25 06:58:01+00:00,397866,0,👍,98,😢,14,🎃,7,❤,4,😁,4
"امروز نیکان داشت با باباش سر اینکه گوشی بهش نمیداد بحث میکرد
وسطش میگف : این چه وضع بابا بودنه :))))))))) 
 
*ایران دنتال*

@OfficialPersianTwitter",2024-10-25 06:53:01+00:00,397865,0,😁,1641,🤣,739,❤,67,👎,38,😐,28
"فکت:   
 
*Mɪʟᴀᴅ*

@OfficialPersianTwitter",2024-10-25 06:46:01+00:00,397864,1,👍,1994,😢,92,👎,15,❤,15,🎃,9
"شهادت ۳ خبرنگار در جنوب لبنان

🔹سازمان امدادرسانی لبنان در تازه‌ترین اطلاعیه خود از شهادت ۳ خبرنگار در حمله هوایی به هتل خبرنگاران در روستای «حاصبیا» واقع در جنوب لبنان خبر داد

*OPT*

@OfficialPersianTwitter",2024-10-25 06:43:01+00:00,397863,1,😢,696,😁,156,👏,28,👍,19,❤,12
"نمیدونم باورتون میشه یا نه اما دوستم زنگ زد گفت خونه دوست پسرم بودیم تخت شکست جارو برقی‌شون سوخته پاشو جاروبرقیتونو بیار خورده چوبای تخت رو جمع کنیم، خانواده ش تا یک ساعت دیگه میرسن:)
اصلا و ابدا نمیتونید تصور کنید چطور مامانمو قانع کردم و جاروبرقیشو از خونه بردم بیرون! 
 
*notmahshad*

@OfficialPersianTwitter",2024-10-25 06:40:10+00:00,397862,0,🤣,2975,😐,429,👎,187,😁,66,👍,36
"آدما رو سیگار و الکل نمی‌کشه!
آدما رو 12 ساعت کار، درآمد پایین،
فکر فردا، وام، بدهی، 
استرس و پناه نداشتن
از بین می‌بره! 
 
*Sara Mousavi*

@OfficialPersianTwitter",2024-10-25 06:27:01+00:00,397860,0,👍,2881,😢,241,👎,166,❤,21,👌,15
"اعزام بالگرد برای نجات ۶ کوهنورد در قالی‌کوه

مدیر هلال‌احمر لرستان:

🔹شش کوهنورد روز گذشته در ارتفاعات قالی‌کوه الیگودرز گرفتار و تیم‌های عملیاتی امدادونجات به این منطقه اعزام شدند.

🔹حال دو نفر از این کوهنوردان به‌دلیل سرمازدگی در شرایط مساعدی نیست.

*OPT*

@OfficialPersianTwitter",2024-10-25 06:25:01+00:00,397859,0,😢,237,👍,49,❤,14,🤣,13,☃,9
"گشادِ شاد به روایت هنرمند نقاش😂   
 
*Beff Jezos*

@OfficialPersianTwitter",2024-10-25 06:20:06+00:00,397858,1,🤣,762,👍,239,😁,24,☃,18,🦄,15
"طغیان رودخانه‌ها در خراسان‌‎جنوبی

🔹براثر بارندگی‌های دیشب و به دنبال طغیان رودخانه‌ها جادۀ عشق‌آباد به بردسکن نیز مسدود شد.

*OPT*

@OfficialPersianTwitter",2024-10-25 06:18:01+00:00,397857,0,👍,92,❤,15,😢,8,⚡,7,🤣,6
"خانم رو روی ویلچر آوردند مطب در حالیکه دستهاش کاملا منقبض شده بود و مدام شوهرش میگفت الان خوب میشی و هی سر من داد میزد که عجله کن
اولین حرکت گفتم لطفا تشریف ببرید بیرون 
خانم رو آروم کردم و بهش گفتم اشکالی نداره اگر گریه کنه
با صدای بلند بغضش ترکید
بهش گفتم چی شده؟ 
گویا فیلم های خیانت همسرشو رو گوشیش فرستاده بودند
شوهرش مدام در و باز میکرد که خانم رو ببینه که حرفی نمیزنه 
یکمی خودش جمع و جور کرد و گفت بچه هام نباید منو توو این حال ببینن یه دارو بده آروم بشم تا بتونم تصمیم بگیرم ….
هر وقت عمر یه رابطه تموم شد اونو ترک کنید خیانت نکنید😣 

*faryad*

@OfficialPersianTwitter",2024-10-25 06:13:01+00:00,397856,0,👍,2136,😢,731,😭,184,🕊,15,👎,14
"بعد از ۷سال کل فامیل پدریم رو توی مجلس ختم ملاقات کردم . مادر همسر سابقم هم بود ( این سالها توی هیچ مراسمی شرکت نکردم که نبینمش) . موقع پذیرایی چایی گرفتم برداره بجای تشکر گفت خدا ازت نگذره . 
چرا ؟چون وقتی پسرش خیانت کرد من ادامه ندادم . ایشون از نظر وقاحت نمونه نداره
 
*можган*

@OfficialPersianTwitter",2024-10-25 06:07:01+00:00,397855,0,👍,2813,🤯,1040,😢,135,🥴,41,👎,25
"یه مادر همیشه مادری میکنه برای هر موجودی :   
 
*یِ کُپهِ ریشُ پَشم*

@OfficialPersianTwitter",2024-10-25 06:02:01+00:00,397854,1,❤,2656,👎,119,👍,85,😐,37,😢,30
"شیراز، دیشب درگیر بارشهای سیل آسا بود.

🔹بعد از شیراز، شمال شرق کرمان، سمنان، یزد و خراسان ها منتظر بارش سنگین باشند.

*OPT*

@OfficialPersianTwitter",2024-10-25 05:58:31+00:00,397853,1,⚡,319,❤,105,👍,42,☃,16,👌,11
"اینکه میگن ورزش و باشگاه برا افسردگی خوبه مال افسردگی ادایی یا چندین مرحله قبل از افسردگیه. افسردگی توان و انگیزه ساده‌ترین کارای روزمره‌ رو هم ازت میگیره. عملاً فلجت می‌کنه. 
 
*₱*

@OfficialPersianTwitter",2024-10-25 05:53:01+00:00,397852,0,👍,2859,👎,152,😢,84,❤,22,👌,18
"پدر همسرم تحصیل‌کرده مهندسی شیمی دانشگاه شهید بهشتی بوده. هربار خونه‌شون رفتیم، سعی کرد یه فرمولی رو برای من توضیح بده و من هم همیشه جوری گوش دادم انگار می‌فهمم.
برای دخترم هم همینه، الان داره براش نحوه روشن شدن شمع رو می‌گه و مهرو هم مثل من، جوری گوش می‌ده انگار می‌فهمه.   
 
*مهشید جهانگرد*

@OfficialPersianTwitter",2024-10-25 05:45:04+00:00,397851,1,❤,4363,😁,208,🤣,104,👍,84,😭,41
"مشهد در آستانه سیلاب؛ تعطیلی بوستان‌ها و آماده‌باش کامل نیروها 

🔹 با توجه به پیش‌بینی بارش‌های شدید و احتمال وقوع سیلاب، برخی از بوستان‌های مشهد تعطیل شده و نیروهای امدادی و خدمات شهری در حالت آماده‌باش کامل قرار گرفته‌اند. 

*OPT*

@OfficialPersianTwitter",2024-10-25 05:41:01+00:00,397850,0,👍,149,😢,40,❤,13,😁,9,🤣,6
"مفقود شدن ۴ نفر در ارتفاعات کیلەشین

🔹رئیس جمعیت هلال احمر اشنویه: ۴ نفر در ارتفاعات کیله شین از توابع اشنویه در برف مفقود شده و تیم های امداد و نجات به محل اعزام شده اند.

🔹تاکنون متاسفانە هیچ اثری از آنها پیدا نشده است.

*OPT*

@OfficialPersianTwitter",2024-10-25 05:39:01+00:00,397849,1,😢,420,😭,25,👍,15,❤,10,😁,10
"🔹خبرنگار شبکه خبری العربیه گزارش داد تعداد حملات اسرائیل به ضاحیه بیروت در بامداد امروز به ۱۳ مورد رسیده است. 

*OPT*

@OfficialPersianTwitter",2024-10-25 05:37:09+00:00,397848,1,😢,422,👍,148,😭,13,😈,9,👎,8
"🔹بارش برف پاییزی در جاده چالوس

*OPT*

@OfficialPersianTwitter",2024-10-25 05:35:05+00:00,397847,1,❤,470,❤‍🔥,50,👍,31,☃,27,🕊,10
"روز جمعه از ساعت ۸ صبح در حالتی که فارسیمم نمیتونم درست حرف بزنم ولی الان سر کلاس زبان هستم:( 
 
*رُما*

@OfficialPersianTwitter",2024-10-25 05:30:01+00:00,397846,0,🤣,1205,👍,60,😁,35,😢,21,🌚,20
"‏خداحافظی کردن تو ایستگاه قطار حتی از خداحافظی کردن تو فرودگاهم بدتره. یه تلخی خاصی داره. اون قطار که اونجوری دور می‌شه و تو همونجا وایسادی و رفتنش رو نگاه می‌کنی.

انگار همه‌ی دنیا با اون قطار رفت و فقط من موندم. خیره. ناتوان. تنها

• استراتوکومولوس •

@OfficialPersianTwitter",2024-10-24 20:57:01+00:00,397842,0,👍,1273,😢,461,❤,51,👎,38,🤣,18
"یا باید ساعت دوازه شب بخوابی یا شش صبح
ساعت سه برای خوابیدن اصلا مناسب نیست، هم دیره هم زود 
 
• ژنرال •

@OfficialPersianTwitter",2024-10-24 20:55:37+00:00,397841,0,👍,1477,😁,134,👎,44,😢,16,❤,13
"داشت سعی میکرد قانعش کنه بهش دست بده :)))   
 
• Masih •

@OfficialPersianTwitter",2024-10-24 20:50:46+00:00,397840,1,😁,1278,🤣,685,❤,318,🥴,178,👀,66
"شما هم بچه بودین تو کمد دیواری روی انبوهی از رخت خوابا می‌رفتین؟
یه ساعت پیش از شدت کلافگی و بی‌قراری خوابم برد، خواب دیدم با آدم مورد علاقه‌م تو کمد رو یه عالمه رخت‌خواب خوابیدیم. 
 
• Ida Khalili •

@OfficialPersianTwitter",2024-10-24 20:45:35+00:00,397839,0,👍,1578,❤,473,😢,177,😁,72,😭,35
"حمله هوایی رژیم اسرائیل به ضاحیه بیروت

جنگنده‌های رژیم اسرائیل منطقه الشویفات المعروسیه را برای دومین بار هدف حملات خود قرار دادند.

 •OPT•

@OfficialPersianTwitter",2024-10-24 20:43:01+00:00,397838,1,😡,648,👍,209,😢,42,👏,35,❤‍🔥,19
"اگه یه ساعت دیواری مثلا هر روز سی ثانیه عقب بیوفته حالا قابل چشم‌پوشیه.بعد از یک هفته مثلا 3-4 دقیقه عقب میمونه. فاجعه نیست و 4 دقیقه است دیگه.

ولی نکته مهمش اینه که دیگه اون ساعت قابل اعتماد نیست.

بعضی خطاها خیلی ریزه ولی باید مواظب باشید از شما یک آدم غیرقابل اعتماد نسازه. 
 
• فرشید •

@OfficialPersianTwitter",2024-10-24 20:40:49+00:00,397837,0,👍,1388,👎,18,🎃,17,❤,16,👏,12
"هر شاهکار یه کپی بی ارزش داره
کپی برداری ناشیانه افغان‌ها از فیلم مزاحمت ساخته‌ی ایرج‌ ملکی

•Ali•

@OfficialPersianTwitter",2024-10-24 20:35:50+00:00,397836,1,🤣,677,🥴,85,👍,35,😐,34,😡,16
"عکسای پاییزی کانادا رو فرستادم برا بابام، برگشته می‌گه «خوشگلن ولی به پای جنگل‌های هیرکانی ما نمی‌رسن».
می‌خوام بگم این مرد حتی به طبیعت کانادا هم حس ناکافی بودن می‌ده =)))))) 
 
• Unusual Suspect •

@OfficialPersianTwitter",2024-10-24 20:30:59+00:00,397835,0,😁,1431,🤣,619,👍,205,❤,93,👎,62
"پسرا کم عمر میکنن
پسرا :   
 
• یِ کُپهِ ریشُ پَشم •

@OfficialPersianTwitter",2024-10-24 20:25:48+00:00,397834,1,😐,756,🤣,337,😁,51,🤯,42,👍,33
"‏من مطمئنم مامانم حتی برا روز عروسیم هم نمیذاره لباس سفید بخرم چون معتقده سفید زود کثیف میشه

•ایگوانآ•

@OfficialPersianTwitter",2024-10-24 20:20:41+00:00,397833,0,🤣,1492,😁,119,👍,80,❤,12,☃,11
"لباس های زمستونی پارسالم رو یه شخصیته دیگم خریده بود شخصیت امسالم اینارو دوست نداره 
 
• جکال •

@OfficialPersianTwitter",2024-10-24 20:07:01+00:00,397831,0,👍,1201,🤣,392,😁,82,👎,34,🥴,34
"باورش نمی شه برا اینم کیک آوردن
ببین عاخه رفتاراشو   
 
• امیرعلی •

@OfficialPersianTwitter",2024-10-24 20:02:01+00:00,397830,1,❤,956,😭,191,😁,52,👎,27,👍,21
"با یه آلمانی حرف می‌زدم از حرفاش اینطوری حس کردم که از وجود خارجیا خوشش نمیاد
همش می‌گفت انقدر آدم زیاد اومده اینجا دزدی زیاد شده، از خونه‌ها دزدی می‌کنن و اصلاً قبلاً اینطوری نبود خلاصه از اینجور حرفا

بهش گفتم قبلا شاید دزدی نبوده اما بجاش آلمانیا به کشورهای دیگه حمله می‌کردن 
 
• Better call ZED •

@OfficialPersianTwitter",2024-10-24 19:57:01+00:00,397829,0,👍,1895,😁,444,👎,320,🤣,172,👏,33
"خواهرزادمو (۷سالشه) بردن اتاق مدیر بخاطر اینکه برنامه ریختن با بچه‌ها از پله‌های فرار مدرسه جیم بزنن برن تو حیاط بازی 
خواهرم دعواش میکرد که چرا باید اینکارو بکنی
میگه مامان اونو ولش کن مهم اینه که جلوی مدیر مثه مرد وایساده بودم نه گریه ای کردم نه چیزی🤭🤭 
 
• دختر رضاشونم •

@OfficialPersianTwitter",2024-10-24 19:53:01+00:00,397828,0,❤,2297,🤣,510,👍,149,😁,94,👎,93
"تعطیلی بوستان‌های مشهد با هشدار سیلاب

هلال‌احمر خراسان رضوی: 
◽️با توجه به احتمال رگبار باران، رعدوبرق، کاهش محسوس دما، وزش باد شدید و بارش برف، مردم از تردد غیرضرور در جاده‌ها خودداری کنند.

شهرداری مشهد: 
◽️از ساعت ۲۲ امشب، بوستان‌های خورشید، وکیل آباد، کوهپارک، کوهشار، طرق و رودپارک تا اطلاع ثانوی مسدود و تخلیه می‌شود. تمام فعالیت‌ها، جشنواره و مسابقات ورزشی که قرار بود در فضای باز انجام شود، لغو شده است.مردم و مسافران از سفر به مناطق گردشگری حاشیه مشهد خودداری کنند

•OPT•

@OfficialPersianTwitter",2024-10-24 19:52:01+00:00,397827,0,👍,179,🤯,32,❤,15,☃,12,👎,8
"از شهردای تشکر می‌کنیم که انقدر به فکر توریست‌ها ومسافرین انگلیسی زبان تهران هستن

• امیر تنها •

@OfficialPersianTwitter",2024-10-24 19:49:01+00:00,397826,1,🤣,1766,😁,94,🥴,78,🗿,45,👍,44
"كاش شام داشتيم
ببين خود شام نه ها
دلم شام تو خونه يه آدم آشناي گرم امن ميخواد
خونواده و فاميل و دوست خيلي صميمي قديمي هم نه
يكي كه باهاش خيلي راحتي ميتوني بري ولو شي خونه ش،غذا بخوري،باهاش ساعتها گوله شي تو مبل و از همه چي حرف بزني
فارغ از همه چيزايي كه پشت در خونه ش جا ميذاري 
 
• يواشكي هاي يك زن شوهردار •

@OfficialPersianTwitter",2024-10-24 19:46:01+00:00,397825,0,👍,1389,❤,157,😢,63,👎,43,😐,23
"🔹اسامه حمدان از رهبران حماس خطاب به المیادین: از روسیه، چین و الجزایر خواستیم برای توقف تجاوز به غزه تلاش کنند.
️ 
•OPT•

@OfficialPersianTwitter",2024-10-24 19:45:45+00:00,397824,0,😁,324,👍,217,😢,46,🕊,14,❤,11
"‏من اگه پول‌های واقعی‌ای که زمان دبستان برای پول برره‌ای خرج کردم رو نگه میداشتم، الآن رقیب اصلی ایلان ماسک بودم.

•Amirali•

@OfficialPersianTwitter",2024-10-24 19:43:01+00:00,397823,1,😁,1120,🤣,496,👍,102,🥴,10,👻,9
"‏آدم سطح پایین فقط کسی که تو معاشرت هر چیز جدیدی تنت ببینه سریع میپرسه چند؟

•آذرک•

@OfficialPersianTwitter",2024-10-24 19:40:43+00:00,397822,0,👍,1477,👎,287,😁,63,🗿,23,🥴,16
"مبل راحتی گذاشتم برای فروش.یه خانوم مودب تماس گرفتن که برای خیریه میخوان و کلی از شرایط سخت و اهداف خیریه گفت. یک سوم قیمت میخواست.گفتم نامه با مهر خیریه بیارین ببینم کجاست چشم.
بیتربیت بهم فحش داد.   
 
• خانم کنار •

@OfficialPersianTwitter",2024-10-24 19:27:01+00:00,397820,0,😁,1319,🤣,527,👍,172,😐,78,😢,8
"-نه بابا این چه حرفیه من اصلا نژادپرست نیستم   
 
• آرمـــان •

@OfficialPersianTwitter",2024-10-24 19:20:33+00:00,397819,1,🤣,1326,😢,834,👎,110,👍,72,🥴,41
"استارلینک سر طوفان هلن تونست از FCC مجوز ارسال هشدار به گوشی‌هارو در آمریکا بگیره، چندصدهزار هشدار سر این طوفان به گوشی‌های 4G که توی اون مناطق آنتن نداشتن ارسال کردن که یک اتفاق تاریخی هست.
کل آزمایش موفق بوده و احتمالا به‌زودی مجوز سرویس‌های تجاری استارلینک 4G هم صادر بشه.   
 
• Soroush Ahmadi •

@OfficialPersianTwitter",2024-10-24 19:18:01+00:00,397818,1,👍,595,🏆,44,👎,11,🦄,6,🥴,5
"از همون سالای اولی که رپ تو ایران اومده بود،خیلیا تاهمین الان فاز برداشتن که: این موسیقی مال ایران نیست، این فرهنگ مال ما نیست و...
سوالی که از این اسکلا باید پرسید اینه که:موسیقی پاپ مال ایرانه؟
پیانو مال ایرانه؟
ویولن مال ایرانه؟
اصلا اینا رو ول کن، کت و شلوار مال ایرانه که میپوشی؟ 
 
• شلغم •

@OfficialPersianTwitter",2024-10-24 19:12:01+00:00,397817,0,👍,1662,👎,177,😁,77,🤣,43,❤,21
"یه نظر [شاید] نامحبوب بدم،
پادکست گوش کردن خیلی خوبه ها اما [به نظرم] بین قشر جوان مخصوصا توی ایران تبدیل شده به سمبل اَنتلکتی. فلان بلاگر تعریفش از روز پروداکتیو یه قسمتش حتما باید ژورنال + پادکست باشه.
جالبیش اینه اکثرا هم پادکست ها بی محتوا و چرند هستن 🤷🏻‍♂️ 
 
• Parham •

@OfficialPersianTwitter",2024-10-24 19:07:01+00:00,397816,0,👍,2133,👎,125,❤,21,🥴,14,💅,10
"رسم غلط تیراندازی در مراسم عروسی جان دختربچه فسایی را گرفت

مسئول روابط عمومی مرکز اورژانس ۱۱۵ شهرستان فسا در استان فارس:

🔹تیراندازی در یک مراسم عروسی در روستای زنگنه در بخش ششده و قره بلاغ از توابع فسا باعث مرگ یک دختر بچه ۶ساله شد.

🔹در این حادثه، یک دختر بچه ۶ ساله  بر اثر اصابت گلوله از ناحیه کتف و دست دچار جراحات شدید شد.

🔹مصدوم این حادثه، بر اثر شدت جراحات وارده، جان باخت.

•OPT•

@OfficialPersianTwitter",2024-10-24 19:05:36+00:00,397815,0,😢,991,😡,394,😭,109,👍,34,😁,14
"تو خونه‌ی ما هرکی سرما بخوره، بابام اینقدر از این دوتا بزرگوار بهش میدن بخوره که کلا غلط کنه دیگه سرما بخوره🥲🥲🥲🤧   
 
• موسوی بانو •

@OfficialPersianTwitter",2024-10-24 19:01:19+00:00,397814,1,🤣,1553,❤,232,👍,159,😁,90,🥴,19
"با همسرم داشتیم پادکست مکری در مورد احساس خوشبختی رو گوش می‌دادیم، یه جایی دکتر مکری گفت برای اینکه احساس خوشبختی بیشتری داشته باشید بهتره به جای اینکه ماشینتونو عوض کنید، یه سفر خوب برید. 
چون دقیقا این موضوع بحث چند وقت اخیرمون بود، همسرم جوری شادی کرد انگار توی دربی گل زده😅 
 
• مهصن •

@OfficialPersianTwitter",2024-10-24 18:53:01+00:00,397813,0,😁,1527,❤,136,👍,63,👎,32,🗿,23
"‏حزب‌الله لبنان کشته شدن حاج حسین علی هزیمه را تایید کرد

 حاج حسین علی هزیمه با نام جهادی حاج مرتضی مسئول ستاد اطلاعات حزب‌‌الله در کنار سید هاشم صفی‌الدین به شهادت رسیده‌اند.

•OPT•

@OfficialPersianTwitter",2024-10-24 18:50:01+00:00,397812,0,😢,952,😁,666,👍,91,🤪,32,❤,24
"یک نفر به فریاد مرغک کانون پرورش فکری کودکان و نوجوانان برسد…

خواستم مفصل از کانون بنویسم خاطرم آمد، بیست و سه سال پیش در دفتری خواهرم نام بهترین دوست را پرسیده و من هفت ساله پاسخم کانون است. 
همین گویاست.
 
• Shahrzad Mirsoltani •

@OfficialPersianTwitter",2024-10-24 18:46:01+00:00,397811,1,😢,1327,❤,177,👍,110,🥴,15,❤‍🔥,5
"صابخونه خوب فقط همسر من ، خونه رو خریده یادش نیس اصلن کجاست:))سه ساعت دنبال خونه میگشتیم که بدیم کاغذ دیواری کنن ،آخرشم پیدا نکردیم زنگ زدیم از مستاجر لوکیشن گرفتیم :))))) 
 
• صورتیِ کثیف •

@OfficialPersianTwitter",2024-10-24 18:44:01+00:00,397810,0,😁,1606,🤣,981,👍,44,😢,28,❤,23
"یکی از مشکلاتم با پادکست اینه که بعداً که بهش فکر می‌کنم می‌بینم هیچی ازش یادم نمونده. 
 
• راسکار ☩ •

@OfficialPersianTwitter",2024-10-24 18:27:01+00:00,397808,0,👍,1547,😁,154,🤣,135,👎,38,🥴,17
"انفجار گاز پیک نیک ۷ مصدوم برجای گذاشت

رییس مرکز اورژانس استان تهران در گفتگو با ایسنا:
🔹هفت نفر در پی انفجار گاز پیک نیک در یک فروشگاه مصدوم شدند.

🔹مصدومین به بیمارستان های شهدای یافت آباد و شهید مطهری انتقال یافتند./ایسنا

•OPT•

@OfficialPersianTwitter",2024-10-24 18:25:45+00:00,397807,1,😢,360,👍,26,😁,16,🥴,10,❤,7
"من میرم و میام میبینم مامانم به اینا اضافه میکنه
فک کنم ادامه داره و مارو هم قراره ترشی کنه😁😍   
 
• sahar •

@OfficialPersianTwitter",2024-10-24 18:21:17+00:00,397806,1,❤,1477,🤣,353,😐,62,😁,54,👎,18
"‏طرف دو ساعت داشت میگفت ایفون مزخرفه و داره پول برَندشو میگیره نه کیفیتش،
شیاومی خیلی بهتر و خفن‌تره و از این حرفا
گوشیش زنگ خورد اهنگ زنگ ایفون رو گذاشته بود.

•خلافکار•

@OfficialPersianTwitter",2024-10-24 18:12:01+00:00,397805,0,🤣,2090,😁,122,🥴,58,😢,16,🌚,14
"کمبود محبت دارید؟ مادرتون رو بغل کنید. هیچکس تو این دنیا بی منت و بی دریغ اندازه مادر بهتون محبت نمیکنه. 

• متواری •

@OfficialPersianTwitter",2024-10-24 18:06:01+00:00,397804,0,👍,1847,❤,519,👎,353,😢,139,💅,15
"**از کاسبان تحریم تا کاسبان فیلترینگ/ ۶۰ هزار میلیارد تومان سالانه به جیب مافیای فیلترشکن می‌رود!**

تیتر یک روزنامه خبرفوری در تحلیل چرایی تجمع دیروز حامیان فیلترینگ: 
🔹روز گذشته تصاویر تجمع عده‌ای با شعارهای تند در خصوص شبکه‌های اجتماعی خارجی در فضای مجازی پربازدید شد، این تجمع دقیقا پس از اظهارات رئیس‌جمهور مبنی بر بررسی دقیق کارشناسان در مورد راه‌های رفع فیلترینگ که با تاکید بر هماهنگی دستگاه‌های مختلف حاکمیتی در حال انجام است، رخ داد.
🔹سوال اولی که مطرح می‌شود این است که دقیقا در بحبوحه اتفاقات اخیر منطقه و افزایش سرسام‌آور قیمت طلا و ارز اهمیت برگزاری چنین تجمعی چقدر است؟
🔹سوال دوم این است که آیا دست‌های پشت پرده یا منفعت‌های گسترده‌ای از امر فیلترینگ وجود دارد که کاسبان فیلترینگ را به سرعت به واکنش وامی‌دارد؟
🔹طبق اطلاعات منتشر شده غیررسمی، مافیا فیلترشکن در ایران سالانه حدود ۶۰ هزار میلیارد تومان از فروش فیلترشکن سود می‌برد.

•OPT•

@OfficialPersianTwitter",2024-10-24 18:01:02+00:00,397803,1,😡,481,👍,127,😁,22,👎,9,❤,9
"اون اینجوری عروسی گرفته که تو و امثال تو نتونید برید
بعد تو بهش میگی برام هتل رزرو کن؟:)))) 
   
• شَبْزْ •

@OfficialPersianTwitter",2024-10-24 17:58:58+00:00,397802,1,🤣,2890,👍,289,😁,77,👎,59,🥴,34
"بچه آخر بودن ینی وقتی تیزهوشان قبول شی مهم نیس چون قبلت خواهر برادرت انجامش دادن دانشگاه تهران قبول شی بازم مهم نیس به دلیل مشابه مهاجرت کنی آمریکا و دانشجوی پی اچ دی باشی همچنان یه ورشونم نیس چون گفتم چند بار دیگه بگم. 
 
• ☾ مونه •

@OfficialPersianTwitter",2024-10-24 17:55:01+00:00,397800,0,👎,1494,👍,470,😢,160,🤣,57,😁,31
"میگم اگه اسرائیل نمیزنه خودمون یه کاریش بکنیم   
 
• it's not shi •

@OfficialPersianTwitter",2024-10-24 17:45:35+00:00,397797,1,🤣,857,😐,360,😁,76,👍,33,❤,33
"پتو مسافرتی٬ توهین به پتوئه. زیر وزن و ابهت پتو باید نفس‌تنگی بگیری. این مسخره بازیا چیه آخه. 
 
• آرین خان •

@OfficialPersianTwitter",2024-10-24 17:40:31+00:00,397796,0,👍,1562,🤣,365,👎,101,😁,57,❤,8
"🔴انفجار خودرو بمب‌گذاری شده در حومه دمشق

🔹 صدای یک انفجار در اطراف منطقه یوسف العظمه در حومه دمشق شنیده شده است.

🔹تلویزیون سوریه گزارش داد خودرو بمب گذاری شده و حامل شخصیت نظامی بود.

•OPT•

@OfficialPersianTwitter",2024-10-24 17:29:22+00:00,397794,0,😢,296,🤣,65,👍,35,😭,10,😡,9
"کشور چهار فصل فقط اونجاش که چهار فصل بی‌زیدی رو می‌بینی. 
 
• Arman •

@OfficialPersianTwitter",2024-10-24 17:27:01+00:00,397793,0,😁,813,🤣,361,👍,118,😭,57,😢,36
"🔹مانچینی از هدایت تیم ملی عربستان اخراج شد

•OPT•

@OfficialPersianTwitter",2024-10-24 17:25:01+00:00,397792,0,😁,179,👍,25,🤣,25,😢,8,🥴,7
"حتی بچه ۳ ماهه هم گردن می‌گیرد، ولی تو نه.   

•فِرنیک•

@OfficialPersianTwitter",2024-10-24 17:20:28+00:00,397788,1,🤣,1438,😁,120,👍,49,❤,23,☃,13
"🔻رفتار خارج از عرف اردوغان مقابل پزشکیان

ساعاتی پیش عضویت ترکیه در مجمع کشور های بریکس توسط هند وتو شد

گزارش بیلد: هند به دلیل روابط خوبش با پاکستان با درخواست ترکیه برای پیوستن به مجمع بریکس خودداری کرد.

•OPT•

@OfficialPersianTwitter",2024-10-24 17:17:20+00:00,397787,1,😡,1135,😁,265,👍,87,😐,41,👎,13
"‏زمان ما با گيرای الكى ريدن تو زندگيمونا! 
عروسى خواهر دوستم بود مامانم گير داده بود كه موهاى پاتو نميشه بزنى!
دوستامم مى‌گفتن يواشكى بزن، تو خونه شلوار بلند پات كن
واسه هرچيز كوچيكى ما به ذلت می‌افتادیم

•کوردلیا•

@OfficialPersianTwitter",2024-10-24 17:12:01+00:00,397786,0,👍,2227,😢,597,🤣,93,😐,37,❤,25
"سنم که بالا رفت فهمیدم دیگه فقط از آدم‌هایی که یاد گرفتن در لحظه زندگی کنن خوشم میاد. افرادی که برای آینده تلاشگر هستن اما حال رو له نمی‌کنن. دیگه پذیرفتم هر ارتباطی پایانی داره، باید عشق بگیرم و عشق بدم، فقط یه‌بار بجنگم، بعد بگذرم. 
 
• مرجون •

@OfficialPersianTwitter",2024-10-24 17:07:01+00:00,397785,0,👍,1154,❤,82,👎,30,😢,26,💯,7
"رفته یه پرنده شکار کرده، آورده با هم بخوریم، ازش گرفتم انداختم دور، ناراحت شد الان چشمش دنباله بقیه خانواده پرنده‌ست.   
 
• امید شکیبا •

@OfficialPersianTwitter",2024-10-24 17:00:52+00:00,397784,1,😁,1538,👎,237,❤,148,😢,99,👍,41
"از وقتی دخترم آشپزی یاد گرفته
شنبه ها پنه آلفردو داریم
یکشنبه ها ماکارونی دمی
دوشنبه ها پاستا تنوری
سه شنبه ها پاستا پستو
چهارشنبه ها پنه سبزیجات
پنج شنبه ها پنه گوجه وریحون
جمعه ها مروری بر هفته ی گذشته
سرویس شدیم به خدا 
 
• mahboob.62.•

@OfficialPersianTwitter",2024-10-24 16:53:01+00:00,397783,0,😁,1492,🤣,674,❤‍🔥,66,👍,42,❤,27
