text,date,message_id,has_media,react1,count1,react2,count2,react3,count3,react4,count4,react5,count5
"شهرام عباسی، استاد اخراجی دانشگاه فردوسی مشهد، تصویری از ترم جدید تحصیلی خود در دانشگاه وسترن آمریکا منتشر کرد. او پس از اخراج از دانشگاه خطاب به دانشجویان نوشته بود «دانشجویان عزیزم، من در دفاع از کرامت شما اندکی تردید ندارم و فشارواخراج تاثیری بر من ندارد»
سرنوشت نخبگان ایرانی…

 
✍️آرش هاشمی خبرنگار

🆔 @GizmizTel 💯",2024-09-12 10:54:03+00:00,125594,1,❤,4504,😢,1061,👎,657,👍,281,🤣,96
"آقا این هندیا همیشه آدمو سورپرایز میکنن😂

پلیس هند درحال انهدام شیشه های مشروب غیرقانونی در ملاء عام بود که حاضران هر کدام یک شیشه دزدید و با خود بردند.

🆔 @GizmizTel 💯",2024-09-12 10:54:03+00:00,125593,1,🤣,1936,😐,136,👍,82,😡,29,❤,25
"مغالطه قیمت بنزین

نکته‌ای که همواره شنیده می‌شود این است که قیمت بنزین کمتر از قیمت آب است. چرا بسیاری از افراد در رابطه با افزایش قیمت بنزین تاکید دارند اما در رابطه با آزادسازی کامل واردات خودرو با تعرفه صفر هیچ نمی‌گویند.

بعضی می‌گویند مردم بنزین زیاد مصرف می‌کنند. مردم صبح‌ها بنزین می‌خورند؟ کدام دیوانه‌ای در تهران بنزین زیاد مصرف می‌کند؟

ماشینی که تولید و در ایران فروخته می‌شود ۵ برابر معمول بنزین مصرف می‌کند. اگر ۳۰ درصد ماشین‌های ایران را با خودروهای جدید و بروز عوض کنیم از واردکننده بنزین به صادرکننده تبدیل می‌شویم.

🆔 @GizmizTel 💯",2024-09-12 10:54:03+00:00,125592,1,👍,2966,👎,76,❤,30,👌,26,😢,16
"معجزه علم و دانش

بهترین استفاده‌ از علم و تکنولوژی، افزایش بهبود کیفیت زندگی انسان‌هاست.

🆔 @GizmizTel 💯",2024-09-12 10:54:03+00:00,125591,1,👍,2256,🤯,284,❤,111,👌,49,👎,47
"قبلاً که کارگر افغانی داشتم زیاد پیش میومد که شیر آب رو درست نمی‌بستن؛ هر سری میرفتم دعوا و سر و صدا که آب رو هدر ندید.
امروز دیدم یه شیر داره چکه میکنه ولی کارگر بلوچم زیرش یه استامبولی گذاشته آب رو جمع میکنه
گفتم این چیه؟
گفت شیر چکه میکنه نتونستم درستش کنم این ظرف رو گذاشتم زیرش که از آبش استفاده کنیم، حالا یا میریزم توی بشکه استادکارا یا خودم واسه شستشو ازش استفاده میکنم
عشق کردم با حرکتش
کارگر ایرانی اینجوری دلسوزی میکنه
قدر قطره قطره‌ی منابع مملکتش رو میدونه
نیروی ایرانی بیشتر دستمزد میگیره ولی همین کارش واسه من ارزشش رو داره ❤️


✍️امیر شیرازی

🆔 @GizmizTel 💯",2024-09-12 10:54:03+00:00,125590,0,❤,9698,👍,1042,👎,486,🤔,63,👌,47
"این آقا که از کسایی هست تخت جمشید رو به گردشگران نشون میده ادعای خدایی میکنه!!! :))

ساقی حلال خور :)

🆔 @GizmizTel 💯",2024-09-12 10:54:02+00:00,125589,1,😁,1269,🤣,676,😡,450,👍,105,🤔,56
"تو این مملکت که همه دارن گولمون میزنن این دلقکام روش.

🆔 @GizmizTel 💯",2024-09-12 10:54:02+00:00,125586,1,😐,2355,👎,150,👍,88,🤣,59,😢,30
"آخه چه مدل نذر دادنه🤦🏻‍♂️

آدم‌ها عزت نفس دارن و برای یه غذا لازم نیست شما با فیلم گرفتن تحقیرشون کنید، با یه غذا زندگی اون‌ها تغییری نمی‌کنه

+دوربینو برده تو حلق یارو بعد میگه ""عزت""
خو منم اگه یه دوربین تو حلقم بود از گشنگی رو به موتم بودم برنمی‌داشتم

🆔 @GizmizTel 💯",2024-09-12 10:54:02+00:00,125585,1,👍,2799,😡,1890,👎,119,😢,79,❤,59
"از مشکلات چنتا ماشینی سفر رفتن😄

🆔 @GizmizTel 💯",2024-09-12 10:54:02+00:00,125584,1,🤣,1519,👍,342,👎,83,😐,23,😁,20
"داد بزن تو قابلمه درشو بزار

بعد باز کن ببین چه صدایی میده 🥴

🆔 @GizmizTel 💯",2024-09-12 10:54:02+00:00,125583,1,🤣,2253,👎,84,👍,77,😁,58,❤,16
"فناوری کمد هوشمند👌 تا آخر ببینید!

‌🆔 @GizmizTel 💯",2024-09-11 21:27:42+00:00,125582,1,🤣,4263,👎,260,👍,168,😐,67,😢,20
"این داستان: عروس دورو!

‌🆔 @GizmizTel 💯",2024-09-11 21:27:06+00:00,125578,1,😐,2891,👎,1038,🤣,361,😢,223,😡,141
"صداش بی نظیر بود ، تا انتـها تماشا کنید😍

‌🆔 @GizmizTel 💯",2024-09-11 21:27:06+00:00,125577,1,❤,2996,😍,183,👍,178,👌,59,😐,26
"یک عدد دختر باز مدل ۱۴۰۰ صفر کیلومتر

‌🆔 @GizmizTel 💯",2024-09-11 21:27:06+00:00,125576,1,❤,1723,🤣,565,👎,139,🥰,112,😡,30
"مقاومت گوشی آنر x60i 😳

+ظاهرا اوایل پاییز وارد ایران میشه و قیمتش میگن حدودا 14 میلیونه

‌🆔 @GizmizTel 💯",2024-09-11 21:27:06+00:00,125575,1,🤯,1751,👌,500,😐,165,🤣,78,❤,33
"🔻یک روش برای فریب مغز و خوابیدن: 

🔹از هر سه نفر، یک نفر در جهان هر هفته برای به خواب رفتن با مشکل مواجه می‌شود؛ معضلی که از میانسالی به بعد بدتر هم می‌شود. با امتحان کردن روشی به نام «برهم زدن شناختی» در کمتر از پنج دقیقه به خواب برویم. این روش به معنی به هم ریختن عمدی افکار به طوری است که هیچ معنایی نداشته باشند.

🔸تکنیک برهم زدن شناختی می‌تواند این چرخه وحشتناک فکر کردن بیش از حد را بشکند. این هدف با حذف تلاش‌های شناختی فعال مغز شما محقق می‌شود.

🔹برای تحقق این بر هم زدن شناختی هنگام خواب، به یک کلمه (هر کلمه‌ای) فکر کنید. 
سپس سعی کنید تا جایی که ممکن است به تعداد زیادی کلمه دیگر که با همان حرف آن کلمه شروع می‌شوند فکر کنید. مهم است که این کلمات متوالی واقعا بی‌معنی‌ باشند، وگرنه ممکن است دوباره به دام فکر و تامل بیش از حد بیفتد

‌🆔 @GizmizTel 💯",2024-09-11 21:27:06+00:00,125574,0,😁,646,👍,453,🤔,107,👎,61,❤,30
"«چرا هرچه آی‌کیو پائین‌ تر، درآمد بیشتر است؟»

‌🆔 @GizmizTel 💯",2024-09-11 21:27:05+00:00,125573,1,👍,921,👎,148,🤔,55,😢,43,😁,14
"متین ستوده گردن گیرش کار میکنه:))

‌🆔 @GizmizTel 💯",2024-09-11 21:27:05+00:00,125572,1,😁,1668,❤,512,👎,98,👌,73,😢,45
"میبینم که خاطراتتون زنده شد؟ اونی که به خاطرش همیشه سیم به شارژ بودی الان کجاست؟😂✋

‌🆔 @GizmizTel 💯",2024-09-11 21:27:05+00:00,125571,1,🤣,1728,😢,272,👎,80,😁,24,😐,20
"اقیانوس ابر ، روستای گردنه سر سوادکوه

‌🆔 @GizmizTel 💯",2024-09-11 21:27:05+00:00,125570,1,❤,1574,😍,278,👍,78,🥰,29,👎,26
"کمپ اینجوری خوبه، وگرنه من رو بذارید تو همون هتل بمونم.

‌🆔 @GizmizTel 💯",2024-09-11 21:27:05+00:00,125569,1,👍,1507,❤,352,😍,232,😢,67,👌,24
"❌برادر کوچک
✅فیثاغورس

‌🆔 @GizmizTel 💯",2024-09-11 16:35:09+00:00,125568,1,🤣,2747,👍,173,👎,102,😁,34,🤔,26
"فقط اونجاش که میگه دایی چرا؟ عمش مرده😄

‌🆔 @GizmizTel 💯",2024-09-11 16:35:02+00:00,125565,1,🤣,1694,👎,92,👍,61,😁,25,😢,15
"ما مَردها همیشه  فداییِ بچه‌هامون هستیم!

‌🆔 @GizmizTel 💯",2024-09-11 16:35:02+00:00,125564,1,😁,1935,🤣,732,👎,64,👍,51,❤,35
"سکه سمت چپ مربوط به سال 1909 هم زمان با عهد احمدشاه قاجار در ايران، و سکه سمت راست مربوط دوران معاصر است! 

هر دوى اين سكه ها هنوز هم پول رايج سوئيس هستند!  ثبات اقتصادى به اين ميگن!

🆔 @GizmizTel 💯",2024-09-11 16:35:02+00:00,125563,1,👍,3473,🤯,409,😢,227,👎,96,👌,42
"مدل موی سیاره زحل😐🪐

‌🆔 @GizmizTel 💯",2024-09-11 16:35:02+00:00,125562,1,🤣,2619,👎,451,😐,378,😡,60,👍,50
"وقتی با چشماشونم نصیحتت میکنن😂

‌🆔 @GizmizTel 💯",2024-09-11 16:35:02+00:00,125561,1,🤣,1685,👍,100,👎,80,😢,46,❤,23
"هیچ وقت تکراری نمیشه 😂

ولی کسی هیچوقت نپرسید خستگیاش از کجا در رفت....

‌🆔 @GizmizTel 💯",2024-09-11 16:35:02+00:00,125560,1,🤣,2637,👍,110,👎,42,❤,32,🥰,30
"اون عقبی نقش ماهی آکواریوم رو بازی میکنه😂

‌🆔 @GizmizTel 💯",2024-09-11 16:35:02+00:00,125559,1,🤣,1557,👎,366,😐,85,👍,71,😁,17
"۴ اشتباه درباره مهریه

‌🆔 @GizmizTel 💯",2024-09-11 16:35:02+00:00,125558,1,👍,1001,👎,66,❤,23,👌,17,😍,7
"این خانم منزل ۶۰۰ میلیاردیشو برای بهبود بیمارای سرطانی فروخته!

آدمای ثروتمند کم نداریم ولی اینکه همچین ملکی رو در راه کار خیر بفروشی، دل خیلی بزرگی می خواد... 

‌🆔 @GizmizTel 💯",2024-09-11 16:35:02+00:00,125557,1,❤,7520,👍,493,👎,140,🥰,52,🤣,33
"شباهت عضو جدید دولت به خانم بازیگر!

وزیر راه و شهرسازی به تازگی نسرین وزیری را به عنوان مدیر روابط عمومی جدید وزارت راه و شهرسازی منصوب کرد. آنچه در این باره مورد توجه کاربران فضای مجازی قرار گرفته، شباهت چهره این خانم روزنامه‌نگار به طناز طباطبایی (بازیگر مشهور) است.

‌🆔 @GizmizTel 💯",2024-09-11 16:35:01+00:00,125556,1,👍,2324,👎,634,❤,140,😁,93,😐,71
"همکاریشون از تیم ملی بهتر بود 😂👌

بادیگاردو 😂 حالا جرات داری جایزه نده

‌🆔 @GizmizTel 💯",2024-09-11 16:35:01+00:00,125555,1,👍,2575,🤣,969,❤,157,😁,30,😍,22
"اول مهر دهه‌شصتیا vs اول مهر دهه نودیا🤣

🆔 @GizmizTel 💯",2024-09-11 10:42:09+00:00,125554,1,🤣,3143,👎,212,👍,179,😐,90,😢,46
"پاسخ‌ به مسئولی که درخواست معرفی همسایگان بی حجاب خود را داده بود...

🆔 @GizmizTel 💯",2024-09-11 10:41:51+00:00,125551,1,❤,5084,👍,1148,👎,317,😢,122,😐,31
"🔻صحبت های پزشکیان با ""بلندگوی باز"" حاشیه ساز شد!

🔹پزشکیان قبل از سفر به عراق در پخش زنده: ما را به دیپلماسی وادار می‌کنند که بلد نیستیم

🆔 @GizmizTel 💯",2024-09-11 10:41:51+00:00,125550,1,🤣,2977,😐,1213,❤,260,👎,174,👍,140
"پزشکیان بعد از سخنرانی امروز خطاب به  حجت‌الاسلام قمی معاون امور بین‌الملل دفتر رهبری: خیلی خراب نکردم که؟

🆔 @GizmizTel 💯",2024-09-11 10:41:51+00:00,125549,1,😁,2204,😐,803,👎,251,❤,214,🤣,130
"پدر نگران پاکستانی دخترش را با یک دوربین روی سرش به خیابان های ناامن می فرستد!

+فقط حیف یه کم کوچیکه دوربینش😂

🆔 @GizmizTel 💯",2024-09-11 10:41:51+00:00,125548,1,😁,1033,😢,587,😐,235,👍,127,🤣,97
"عالی بود😂

🆔 @GizmizTel 💯",2024-09-11 10:41:51+00:00,125547,1,🤣,2127,😐,73,👍,56,😁,17,❤,15
"🔻گوشی ۱۷۰ میلیون تومانی هواوی!

🔹این گوشی مانند دیگر گوشی‌های تاشو یک تا نمی‌خورد بلکه با دو لولای خاص از یک گوشی معمولی ۶.۴ اینچی تبدیل به یک تبلت بزرگ ۱۰.۲ اینچی می‌شود. البته می‌توان با یک‌بار تا کردن به پیکربندی ۷.۹ اینچی هم دست یافت و به عبارتی با یک تیر سه نشان زد.

🆔 @GizmizTel 💯",2024-09-11 10:41:51+00:00,125546,1,👍,2071,👎,222,😍,153,👌,55,❤,51
"تقلید صدا و حرکات معین زد در برنامه صداوسیما

🆔 @GizmizTel 💯",2024-09-11 10:41:51+00:00,125545,1,🤣,3423,👎,1650,😡,230,👍,187,😐,86
"سکانس‌ برگزیده  از کنسرت آقای معین در استانبول...

🆔 @GizmizTel 💯",2024-09-11 10:41:51+00:00,125544,1,❤,2231,👎,137,👍,119,😍,31,🥰,19
"میگن «من حامله‌ام» و از ماشین میرن بیرون. عکس‌العمل پارتنراشون😂

🆔 @GizmizTel 💯",2024-09-11 10:41:51+00:00,125543,1,🤣,2545,👎,220,👍,87,😐,57,😡,35
"اعتراض «داریوش اقبالی» به استفاده از نام و ترانه‌اش برای سریال «داریوش»

نویسنده و کارگردان این سریال هادی حجازی‌فر هست.

+البته اکثرا تو کامنت ها تعجب کردن بودن از واکنش تند داریوش نسبت به این اتفاق!

🆔 @GizmizTel 💯",2024-09-11 10:41:51+00:00,125540,1,👍,1891,👎,1684,😐,230,🤣,75,❤,47
"بدل ویشکا آسایش رو ببینید!

فقط اونجا که ویشکا آسایش نمیدونست جنسیت طرف چیه😄

🆔 @GizmizTel 💯",2024-09-11 10:41:50+00:00,125539,1,🤣,2478,👎,747,😐,243,👍,115,❤,48
"خب خداروشکر که ما اهل خوردن خاویار نیستیم!😂

‌🆔 @GizmizTel 💯",2024-09-10 21:37:08+00:00,125538,1,🤣,3541,😐,303,👍,105,👎,56,🤔,25
"گفتش از کدوم قبیله اس ؟😰😂

‌🆔 @GizmizTel 💯",2024-09-10 21:36:50+00:00,125535,1,🤣,2777,😐,95,👎,73,👍,65,😁,16
"صدای قلب نیست...
صدای پای توست که در سینه ام میدوی...
کافیست که کمی خسته شوی کافیست که بیاستی...

‌🆔 @GizmizTel 💯",2024-09-10 21:36:50+00:00,125534,1,❤,1337,👍,167,👎,64,🥰,27,😐,20
"🎙 محمد علیزاده 
🎧 یار نظر کرده
#جدید

🆔 @GizmizTel 💯",2024-09-10 21:36:50+00:00,125533,1,👍,210,👎,75,❤,41,😐,15,🥰,9
"فقط موشه که گفت اووووخیییی 😂

‌🆔 @GizmizTel 💯",2024-09-10 21:36:50+00:00,125532,1,🤣,2544,😁,77,👍,54,👎,41,😐,16
"خورش‌های صفوی !

من خودم عاشق قوزی شدم😂😋

‌🆔 @GizmizTel 💯",2024-09-10 21:36:50+00:00,125531,1,👍,806,😍,170,👎,115,❤,40,😐,32
"🎙 گرشا رضایی
🎧 جاده چالوس
#جدید

🆔 @GizmizTel 💯",2024-09-10 21:36:50+00:00,125529,1,👎,201,❤,111,👍,60,😐,13,🥰,6
"کنایه بی سابقه مجری تلویزیون به باکو: 

ویدئویی را بینیم در مورد آذربایجان سابق کشور عزیزمان که ان شالله به زودی به ما ملحق شود!

‌🆔 @GizmizTel 💯",2024-09-10 21:36:50+00:00,125528,1,👍,5473,👎,758,🤣,371,😐,111,❤,52
"اگر با انتخاب بین احساس گناه و خشم مواجه شدید، گناه را انتخاب کنید:

اگر امتناع شما را با احساس گناه همراه می‌کند، در حالی که رضایت، خشم را به دنبال دارد، گناه را انتخاب کنید.

خشم، خودکشی روح است.

«دکتر گبور ماته، وقتی بدن نه می گوید» 

‌🆔 @GizmizTel 💯",2024-09-10 21:36:49+00:00,125527,1,👍,1143,😢,248,👎,122,😐,16,🤯,13
"چه لحظه زیبایی، واقعاً مردها همینجوری ساده خوشحال میشن.

‌🆔 @GizmizTel 💯",2024-09-10 21:36:49+00:00,125526,1,❤,2212,😁,422,🤣,170,👍,86,😐,72
"خانوم محمدی بسته رو باید بره از قبرستون تحویل بگیره آیا؟😂

‌🆔 @GizmizTel 💯",2024-09-10 21:36:49+00:00,125525,1,🤣,1793,👍,64,😁,27,👎,26,😐,17
"تازه کل سه ماه پاییز هم تعطیلی نداریم😂✋

‌🆔 @GizmizTel 💯",2024-09-10 21:36:49+00:00,125524,1,🤣,1638,😢,140,👎,110,👍,96,😁,34
"شروط برگ ریزون مادر شوهر برای عروس! فقط شرط پنجم🤣

‌🆔 @GizmizTel 💯",2024-09-10 16:23:38+00:00,125523,1,👎,8082,😡,2836,🤣,1743,👍,384,🤔,190
"سِیرِ تکاملی جوراب آقایون در ۲۰ سال 😅

‌🆔 @GizmizTel 💯",2024-09-10 16:23:05+00:00,125520,1,🤣,1605,👎,262,👍,93,😐,71,🤯,15
"احساس میکنم اینا برای سوزوندن ما این ویدیوها رو میگیرن

‌🆔 @GizmizTel 💯",2024-09-10 16:23:05+00:00,125519,1,😢,2462,👍,461,🤣,170,😐,62,🤔,59
"بهترین کنسرت تاریخ موسیقی جهان 2024

کیا مثل من اینجوری میشنون🤣

‌🆔 @GizmizTel 💯",2024-09-10 16:23:05+00:00,125518,1,🤣,1591,👎,324,👍,85,😁,14,🤔,14
"🔻برخورد قضایی با سحر دولتشاهی و عوامل سریال «داریوش»

قوه قضاییه:
🔹اخیرا بخشی از یک سریال در فضای مجازی منتشر شده است که در آن سحر دولتشاهی بازیگر، در آن اعمالی خلاف موازین اسلامی انجام می‌دهد. 

🔹با تهیه کننده سریال، سحر دولتشاهی به عنوان بازیگر آن و سکوی پخش سریال برخورد قضایی شده است.

‌🆔 @GizmizTel 💯",2024-09-10 16:23:05+00:00,125517,1,👎,7316,👍,1756,🤣,446,😐,423,😡,186
"تصاویری عجیب و باورنکردنی از شنا در حوض باغ فین کاشان!!

‌🆔 @GizmizTel 💯",2024-09-10 16:23:05+00:00,125516,1,😐,2855,😡,2007,👎,232,🤣,169,❤,25
"بزرگترین انجیرستان دنیا در استهبان که به روش دیم (آب باران)آبیاری میشه!
مدیریت صحیح یه همچین خروجی داره!

‌🆔 @GizmizTel 💯",2024-09-10 16:23:05+00:00,125513,1,👍,2830,❤,302,😍,72,🥰,23,👎,16
"این خانم افغانی به هموطنانش مِلک خریدن در ایران را یاد می‌دهد! 

‌🆔 @GizmizTel 💯",2024-09-10 16:23:05+00:00,125512,1,😡,7605,👎,494,👍,380,🤣,92,❤,65
"اگر تا بحال در درک عینی و چیستی ""نیروی کوریولیس"" ابهام داشتید، پیشنهاد می‌کنم این ویدئو را ببینید.

نیروی کوریولیس باعث انحراف اجسام در حال حرکت به بیرون از راستای خط راست، از دید یک ناظر درون یک دستگاه مرجع چرخان است. تأثیرات این نیرو را می‌توان به‌ وضوح در تعیین جهت جریانات جبهه‌های آب و هوایی سیارات دید.

‌🆔 @GizmizTel 💯",2024-09-10 16:23:05+00:00,125511,1,👍,762,😐,45,🤯,34,❤,33,👎,28
"بادمجون چقدر آپشن داره ما نمیدونیم 😂

‌🆔 @GizmizTel 💯",2024-09-10 16:23:05+00:00,125510,1,🤣,956,😐,218,👎,141,👍,102,❤,45
"قدیم تعهد شغلی خیلی مهم بوده😂

‌🆔 @GizmizTel 💯",2024-09-10 16:23:04+00:00,125509,1,🤣,3311,👍,121,😁,49,😡,31,❤,27
"واقعیت زندگی برای پسرا تو این یه دقیقه خلاصه میشه!

چیزی که مهمه پوله تاکید میکنم فقط پول...

+زیبا باشی نصف حرفات قبوله، پولدار باشی همه حرفات قبوله

🆔 @GizmizTel 💯",2024-09-10 10:13:16+00:00,125508,1,👍,3255,😡,521,😢,269,👎,198,❤,28
"پشت پرده ی زمزمه ی افزایش قیمت بنزین!

ببینید چه یارانه ها و رانت هایی در کشور داره توزیع میشه و مقایسه کنید با یارانه ای که بابت بنزین به مردم میدن!

همیشه اول از مردم شروع میشه و اون اصلی ها به فراموشی سپرده میشه

🆔 @GizmizTel 💯",2024-09-10 10:12:53+00:00,125505,1,👍,3319,😢,230,👎,67,👌,23,🤣,22
"🔻تتلو قدیم واقعا صدای خوبی داشت، خودش رو با حاشیه‌های مسخره واقعا حیف کرد 

🔹اگر یکی بود که شبکه‌های اجتماعیش ازش می‌گرفت، الان احتمالا خیلی اوضاع متفاوتی داشت 

‌🆔 @GizmizTel 💯",2024-09-10 10:12:53+00:00,125504,1,👍,4314,👎,454,❤,312,😢,98,😡,34
"برادر زندگی را 3-0 بُرد.

‌🆔 @GizmizTel 💯",2024-09-10 10:12:53+00:00,125503,1,❤,1919,👍,239,👎,155,🤣,63,😢,27
"آقاییم بازیگره و تو اولین تجربه بازیش با غول‌های سینمای ایران کار کرده

آقاییش

🆔 @GizmizTel 💯",2024-09-10 10:12:53+00:00,125502,1,👍,964,😁,407,🤣,197,❤,48,👎,37
"من با دلیل میگم: زنی كە میگە بچەهام رو از شوهرم بیشتر دوست دارم دروغ میگە !
چون میتونە بچەهاش رو یە روز كامل پیش خانوم همسایە تنها بذارە، 
ولی دلش نمیاد شوهرش رو چند دقیقە پیش زن همسایە تنها بذاره....


✍️آقوی هم ساده

🆔 @GizmizTel 💯",2024-09-10 10:12:53+00:00,125501,0,🤣,4732,👍,200,👎,123,😁,78,😡,46
"حدودا 40 سال پیش این پیش بینی ها رو در مورد امروز کردن!

بنظرتون چقدر به دنیای امروزمون نزدیکه؟

🆔 @GizmizTel 💯",2024-09-10 10:12:53+00:00,125500,1,👍,1489,🤯,291,🤣,59,👎,48,❤,23
"‏از مسخره بودن اوضاع مسکن توی ایران همین قدر براتون بگم که لانا دل ری(خواننده معروف آمریکایی) با کل ثروتش می‌تونه فقط دو تا دونه آپارتمان توی منطقه ۱ و ۲ تهران بخره :)

🆔 @GizmizTel 💯",2024-09-10 10:12:52+00:00,125498,1,😢,2113,😐,614,🤣,359,👍,102,👎,80
"🎙 سامان جلیلی
🎧 تنهایی
#جدید

🆔 @GizmizTel 💯",2024-09-10 10:12:52+00:00,125497,1,❤,214,👍,38,👎,35,😢,12,😍,9
"🔻قدرت و اصالت معماری ایرانی!

🔹مسجد امام اصفهان(مسجد شاه) در ضلع جنوبی میدون نقش جهان قرار داره. به دستور شاه عباس در سال ۱۶۱۱، ساختش ۱۸ سال بعد به پایان رسید. این مسجد توسط معمار علی اکبر اصفهانی طراحی شده و فضای مرکزی به گونه‌ای طراحی شده  که وقتی کسی اینجا صحبت می‌کنه، به عنوان یک میکروفون طبیعی عمل می‌کنه و باعث می‌شه صدا هفت بار اکو بشه.

🆔 @GizmizTel 💯",2024-09-10 10:12:52+00:00,125496,1,❤,2496,👍,412,😍,91,👌,41,👎,24
"🔻‌‌‌بلاگرهای ""عشق و پارتنر"" که از رابطه‌‌ی عاشقانه‌شان ""محتوای روزمره"" تولید می‌کنند بلای جان مردم‌اند. توصیه‌ام این است که هرجا این جماعت ""شاد، خوشبخت، عاشق‌پیشه و شیک"" را دیدید، فرار کنید. 
‌‌‌
🔹حواسشان هست که دست روی حسرت‌ها و نداشته‌ها بگذارند. فرمول ثابت است. اصلا وجه مشترک اکثر بلاگرها همین است: تمرکز روی محرومیت‌ها، رویاها و فقدان‌های مخاطب. به این صورت که ""ببین من حتی غذا پختنم هم شیک، رویایی و زیباست. زیر سایه‌ی معشوقِ امن و همیشگی خودم هستم.  این پرتوی آفتاب رو ببین که چطور روی میز و قابلمه افتاده. ببین ما چقدر همدیگه‌ رو دوست داریم. حین آشپزی می‌خندیم و می‌رقصیم و...""
‌‌‌‌‌
🔸مخاطب این تصویرِ طراحی‌شده، قلابی و فریبکارانه را می‌بيند و باور می‌کند، فورا با تبر سراغ واقعیتِ زندگی خودش می‌رود: ""پس چرا غذا پختن من شیک نیست. چرا پرتوی نور نمیاد و چرا پارتنرم موقع آشپزی منو بغل نکرد و نرقصید و چرا جلوی دوربین نمیاد و‌ چرا...""
‌‌‌
◾️شما قا‌‌‌‌‌‌‌‌‌‌‌تلِ زندگی‌تان را لایک می‌کنید. مدام برای مقایسه تحریک می‌شوید و تقریبا همیشه در این مقایسه شکست می‌خورید‌ و چیزهایی در شما فرومی‌ریزد. به‌قول کامو: ""منشأ تمام رنج‌های بشر قیاس است"". گمان نمی‌کنم حتی آگاهی از ""ساختگی بودن و گزینشی بودن محتوا"" بتواند جلوی تاثیرش را بگیرد. تا وقتی در فضای این پیج‌ها نفس می‌کشید، آلوده‌اش خواهیدشد. چنین بلاگری [که البته مانع آزادی‌اش نیستم] فعالیتی مضر و بیمارکننده دارد، که با منجنیقش هر روز مشغول سنگ‌پرانی به زندگی و روان شماست.

‌‌
‌✍️معین دهاز

🆔 @GizmizTel 💯",2024-09-10 10:12:52+00:00,125495,0,👍,4307,👌,127,❤,66,😢,19,👎,12
"ماجرای این اجرا اینه که مارتیک در یه برنامه زنده میگه که من دستگاه سه‌گاه رو دوست ندارم و معین میگه حالا بزار من یه تیکه سه گاه بخونم ببینم خوشت میاد!

🆔 @GizmizTel 💯",2024-09-10 10:12:52+00:00,125494,1,👍,1863,❤,742,👎,87,😍,45,👌,23
"پسر: بابا ما از کجا آمده‌ایم؟
پدر دستش را گرفت، نشانید و سیرتاپیاز جنسیت و ازدواج تا زایمان را گفت. بعد دستی به سبیلش کشید و گفت حالا بگو ببینم چرا پرسیدی؟
پسرک هاج و واج گفت: همشاگردی جدیدی در کلاسمان داریم، میگوید از شیراز آمده، خواستم ببینم ما از کجا آمده‌ایم.

🆔 @GizmizTel 💯",2024-09-10 10:12:52+00:00,125493,0,🤣,5479,😐,205,👍,68,😁,50,😡,27
"بچه‌های حالا رو دست کم نگیر. اگه بهشون بگی بیا باباجون تا درباره مسائل جنسی باهم صحبت کنیم بهت می‌گن خب بابا بپرس چی میخوای بدونی؟

🆔 @GizmizTel 💯",2024-09-10 10:12:52+00:00,125492,1,👍,2261,🤣,472,👎,84,😢,60,❤,45
"با این ویدئو پایان این چالش رو اعلام میکنم🤣✋

‌🆔 @GizmizTel 💯",2024-09-10 10:12:52+00:00,125491,1,🤣,2488,👎,267,👍,85,❤,38,😁,34
"این خود دختر لوس های تو آرایشگاهه 🤣

‌🆔 @GizmizTel 💯",2024-09-09 21:38:48+00:00,125490,1,🤣,2929,👍,338,👎,178,😁,56,❤,29
"اول مهر از رگ گردن به شما نزدیکتره😅

‌🆔 @GizmizTel 💯",2024-09-09 21:38:14+00:00,125486,1,🤣,1842,👍,215,👎,148,😢,80,❤,50
"کلیپ وایرال شده فارغ‌التحصیلی دانشجویان مهندسی شهرسازی تبریز

‌🆔 @GizmizTel 💯",2024-09-09 21:38:14+00:00,125485,1,👎,5058,👍,3990,❤,567,😍,156,😡,92
"خودش رفته ای تو😄

‌🆔 @GizmizTel 💯",2024-09-09 21:38:14+00:00,125484,1,🤣,2045,😐,119,👍,84,😁,43,❤,18
"پشت سر بچشون بودن داشتن ازش فیلم میگرفتن، آقا دزده فکر کرده بچه تنهاس و میخواست با خودش ببردش😐

⚠️خواهش میکنم جاهای شلوغ میرید همه حواستون به بچتون باشه

‌🆔 @GizmizTel 💯",2024-09-09 21:38:14+00:00,125483,1,🤯,2815,😡,1468,😢,104,👍,98,😐,39
"فقط اونجا که میگه زندگیم رفت...💔
 
خیلی سخته که برای یه چنین تصادف کوچیکی باید حاصل مدت‌ها زحمتت رو بدی...

‌🆔 @GizmizTel 💯",2024-09-09 21:38:14+00:00,125482,1,😢,3637,👎,340,👍,85,😡,53,😐,41
"اینو ذخیره کنید هروقت خواستید واسه بچه‌ها نقاشی کنید ازش بهره بگیرید! 

‌🆔 @GizmizTel 💯",2024-09-09 21:38:14+00:00,125481,1,👍,1028,❤,169,😍,66,👎,29,👌,23
"این سگ با چهره ای شبیه به انسان این روز ها تو شبکه های اجتماعی ترند شده😳

‌🆔 @GizmizTel 💯",2024-09-09 21:38:14+00:00,125479,1,🤯,3894,👎,854,😐,465,🤣,324,😢,64
